seed,intermediate_domains,self_train_accuracy,weight_shift,sharpness,weight_norm
0,1,31.9,2.4600000381469727, 0.25, 64.87
1,1,63.7,0.8899999856948853, 0.5199999809265137, 65.7
2,1,31.05,2.930000066757202, 0.03999999910593033, 64.88
3,1,20.55,3.069999933242798, 0.029999999329447746, 63.76
4,1,78.7,1.0199999809265137, -0.009999999776482582, 63.41
5,1,40.0,2.180000066757202, 0.05999999865889549, 64.31
6,1,78.05,0.8600000143051147, 0.15000000596046448, 66.0
7,1,37.4,3.5399999618530273, 0.47999998927116394, 63.21
8,1,60.2,1.2799999713897705, -0.019999999552965164, 66.99
9,1,58.7,1.7300000190734863, 0.23000000417232513, 63.85
