seed,intermediate_domains,self_train_accuracy,weight_shift,sharpness,weight_norm
1,2,76.47,2.049999952316284, 0.2800000011920929, 55.35
2,2,67.81,2.5999999046325684, 0.6600000262260437, 56.34
3,2,61.28,2.3299999237060547, 0.029999999329447746, 60.07
4,2,65.68,1.659999966621399, 0.009999999776482582, 59.1
5,2,69.35,2.0299999713897705, -0.009999999776482582, 55.74
5,2,69.35,2.0299999713897705, -0.009999999776482582, 55.74
6,2,72.06,2.1500000953674316, 0.07999999821186066, 55.58
7,2,66.88,1.8600000143051147, -0.0, 60.68
8,2,71.9,1.9600000381469727, 0.009999999776482582, 54.33
9,2,74.21,2.299999952316284, 0.33000001311302185, 54.06
10,2,68.74,1.5399999618530273, 0.05000000074505806, 57.81
11,2,66.61,2.3299999237060547, 0.1599999964237213, 55.23
12,2,71.89,1.8700000047683716, 0.009999999776482582, 57.78
13,2,69.51,2.5399999618530273, 0.009999999776482582, 54.47
14,2,70.79,2.0899999141693115, 0.07999999821186066, 59.5
15,2,71.18,2.0, 0.019999999552965164, 57.34
16,2,69.58,2.109999895095825, 0.009999999776482582, 55.01
17,2,67.78,2.2799999713897705, 0.029999999329447746, 59.14
18,2,72.58,2.319999933242798, 0.029999999329447746, 53.97
19,2,68.13,2.369999885559082, -0.10000000149011612, 53.36
