seed,intermediate_domains,self_train_accuracy,weight_shift,sharpness,weight_norm
0,3,91.25,0.7400000095367432, 0.019999999552965164, 62.67
1,3,94.0,0.7200000286102295, 0.0, 61.74
2,3,77.25,0.7599999904632568, 0.029999999329447746, 66.19
3,3,47.25,1.159999966621399, 0.03999999910593033, 64.07
4,3,89.45,0.7599999904632568, 0.009999999776482582, 62.64
5,3,91.55,0.7300000190734863, 0.019999999552965164, 64.17
6,3,89.35,0.7599999904632568, 0.05000000074505806, 63.38
7,3,87.65,0.7900000214576721, 0.11999999731779099, 64.24
8,3,83.25,0.8600000143051147, 0.019999999552965164, 64.93
9,3,90.0,0.7900000214576721, 0.009999999776482582, 62.7
