seed,intermediate_domains,self_train_accuracy,weight_shift,sharpness,weight_norm
0,2,91.9,0.7699999809265137, 0.09000000357627869, 58.91
1,2,93.6,0.8199999928474426, -0.0, 60.14
2,2,77.5,0.9300000071525574, -0.0, 57.46
3,2,82.45,0.8700000047683716, -0.009999999776482582, 61.11
4,2,96.7,0.8100000023841858, 0.0, 58.32
5,2,88.45,0.8899999856948853, 0.05999999865889549, 62.12
6,2,92.8,0.8500000238418579, -0.0, 59.47
7,2,90.65,0.7799999713897705, -0.0, 59.9
8,2,92.65,0.8399999737739563, 0.0, 59.06
9,2,90.3,0.7400000095367432, -0.03999999910593033, 60.69
