seed,intermediate_domains,self_train_accuracy,weight_shift,sharpness,weight_norm
0,2,83.0,0.5299999713897705, 0.0, 9.49
1,2,79.95,0.5699999928474426, -0.0, 9.31
2,2,84.7,0.550000011920929, 0.0, 9.85
3,2,84.7,0.46000000834465027, 0.05000000074505806, 9.83
4,2,79.75,0.6100000143051147, -0.019999999552965164, 9.57
0,2,84.4,0.5099999904632568, -0.0, 9.55
1,2,72.85,0.5600000023841858, 0.0, 8.84
2,2,83.95,0.5400000214576721, 0.0, 10.08
3,2,84.7,0.6000000238418579, 0.0, 9.87
4,2,79.5,0.5, -0.0, 9.59
5,2,82.0,0.5, 0.0, 9.72
