seed,intermediate_domains,self_train_accuracy,weight_shift,sharpness,weight_norm
1,5,69.83,0.9300000071525574, -0.0, 54.43
2,5,66.74,0.8500000238418579, -0.009999999776482582, 54.55
3,5,66.87,0.8600000143051147, 0.009999999776482582, 57.29
4,5,70.5,0.8600000143051147, 0.029999999329447746, 56.78
5,5,66.18,0.8299999833106995, 0.019999999552965164, 53.57
5,5,66.18,0.8299999833106995, 0.019999999552965164, 53.57
6,5,68.49,1.0199999809265137, -0.09000000357627869, 60.59
7,5,67.79,0.9200000166893005, 0.009999999776482582, 54.89
8,5,70.92,0.8399999737739563, 0.03999999910593033, 57.14
9,5,73.43,1.0399999618530273, 0.0, 52.35
10,5,70.96,0.800000011920929, 0.029999999329447746, 55.2
11,5,71.86,0.800000011920929, 0.019999999552965164, 58.23
12,5,68.35,1.1399999856948853, -0.05999999865889549, 54.53
13,5,70.8,0.949999988079071, 0.05999999865889549, 59.03
14,5,70.68,1.0, -0.019999999552965164, 58.11
15,5,67.0,1.0199999809265137, -0.0, 58.87
16,5,65.01,0.9800000190734863, -0.0, 54.2
17,5,71.58,0.8199999928474426, 0.009999999776482582, 56.78
18,5,69.29,0.9399999976158142, 0.05000000074505806, 55.91
19,5,68.68,0.8700000047683716, 0.0, 55.1
