seed,intermediate_domains,self_train_accuracy,weight_shift,sharpness,weight_norm
0,3,77.95,0.5699999928474426, -0.0, 9.82
1,3,84.95,0.4699999988079071, -0.0, 10.6
2,3,83.55,0.49000000953674316, -0.0, 10.12
3,3,82.7,0.4300000071525574, 0.0, 10.7
4,3,79.1,0.5600000023841858, 0.009999999776482582, 9.99
0,3,73.95,0.4699999988079071, -0.0, 9.23
1,3,73.3,0.5400000214576721, 0.0, 9.24
2,3,83.35,0.5799999833106995, 0.0, 10.09
3,3,84.85,0.5199999809265137, -0.009999999776482582, 10.36
4,3,83.4,0.5299999713897705, 0.0, 10.79
5,3,77.8,0.5299999713897705, -0.0, 10.72
6,3,83.8,0.5799999833106995, -0.10999999940395355, 10.6
7,3,78.05,0.5400000214576721, 0.0, 11.21
8,3,79.9,0.5600000023841858, 0.0, 10.15
9,3,83.3,0.5, 0.07999999821186066, 10.14
10,3,85.5,0.5099999904632568, 0.0, 10.36
11,3,78.15,0.4699999988079071, -0.0, 10.14
12,3,85.25,0.550000011920929, -0.25, 10.41
13,3,74.0,0.5299999713897705, 0.0, 10.7
14,3,81.35,0.5299999713897705, 0.009999999776482582, 9.91
