seed,intermediate_domains,self_train_accuracy,weight_shift,sharpness,weight_norm
1,4,71.47,0.9100000262260437, 0.03999999910593033, 54.34
2,4,70.68,1.1399999856948853, 0.07000000029802322, 55.57
3,4,72.38,1.0199999809265137, -0.03999999910593033, 56.93
4,4,70.38,1.059999942779541, -0.009999999776482582, 56.38
5,4,68.64,0.9100000262260437, -0.009999999776482582, 54.23
5,4,68.64,0.9100000262260437, -0.009999999776482582, 54.23
6,4,68.97,1.1200000047683716, 0.10000000149011612, 58.4
7,4,71.07,1.1699999570846558, 0.0, 55.51
8,4,69.65,1.0499999523162842, -0.029999999329447746, 55.8
9,4,72.15,1.0800000429153442, -0.009999999776482582, 55.7
10,4,73.12,0.9700000286102295, -0.009999999776482582, 55.18
11,4,69.16,1.0199999809265137, -0.07000000029802322, 57.91
12,4,69.11,1.0700000524520874, 0.0, 56.85
13,4,70.92,1.0499999523162842, -0.029999999329447746, 57.5
14,4,70.04,1.100000023841858, -0.009999999776482582, 57.99
15,4,67.25,1.1200000047683716, 0.009999999776482582, 59.26
16,4,69.06,1.1299999952316284, -0.019999999552965164, 54.19
17,4,71.2,1.1299999952316284, -0.0, 54.86
18,4,74.48,1.0, 0.03999999910593033, 55.75
19,4,66.82,0.949999988079071, -0.09000000357627869, 55.89
