seed,intermediate_domains,self_train_accuracy,weight_shift,sharpness,weight_norm
5,50,75.29,0.5899999737739563, 0.07999999821186066, 19.94
6,50,63.6,0.6100000143051147, 0.09000000357627869, 19.91
7,50,62.22,0.6499999761581421, 0.10999999940395355, 19.3
8,50,68.61,0.5699999928474426, 0.09000000357627869, 19.62
9,50,69.25,0.6100000143051147, 0.10999999940395355, 19.68
10,50,69.69,0.5199999809265137, 0.05999999865889549, 18.6
11,50,69.26,0.550000011920929, 0.07999999821186066, 18.81
12,50,64.14,0.5799999833106995, 0.07000000029802322, 20.44
13,50,74.4,0.5600000023841858, 0.09000000357627869, 18.93
14,50,74.81,0.6100000143051147, 0.07999999821186066, 20.23
15,50,70.1,0.550000011920929, 0.05999999865889549, 18.88
16,50,68.56,0.5400000214576721, 0.10000000149011612, 18.07
17,50,70.03,0.6100000143051147, 0.10000000149011612, 20.7
18,50,66.85,0.6299999952316284, 0.10000000149011612, 19.66
19,50,67.3,0.5899999737739563, 0.10999999940395355, 19.02
