seed,intermediate_domains,self_train_accuracy,weight_shift,sharpness,weight_norm
5,20,69.63,0.699999988079071, 0.009999999776482582, 23.39
6,20,71.28,0.7300000190734863, 0.0, 24.12
7,20,66.29,0.6800000071525574, 0.009999999776482582, 24.12
8,20,71.21,0.6499999761581421, 0.009999999776482582, 24.1
9,20,65.36,0.6899999976158142, 0.009999999776482582, 23.31
10,20,74.34,0.6600000262260437, 0.0, 23.5
11,20,67.58,0.6800000071525574, 0.0, 23.6
12,20,69.52,0.699999988079071, 0.0, 23.89
13,20,71.73,0.6700000166893005, 0.009999999776482582, 24.87
14,20,67.43,0.6800000071525574, 0.0, 24.64
15,20,64.58,0.6800000071525574, 0.009999999776482582, 24.31
16,20,77.31,0.6899999976158142, 0.0, 23.36
17,20,69.51,0.6700000166893005, 0.0, 24.61
18,20,71.38,0.6800000071525574, 0.009999999776482582, 24.4
19,20,68.92,0.6800000071525574, 0.009999999776482582, 23.83
