seed,intermediate_domains,self_train_accuracy,weight_shift,sharpness,weight_norm
0,3,36.94,1.4199999570846558, 0.11999999731779099, 78.55
1,3,35.96,1.3200000524520874, 0.05000000074505806, 80.61
2,3,42.8,1.2799999713897705, 0.10999999940395355, 81.01
3,3,40.69,1.350000023841858, 0.11999999731779099, 78.57
4,3,39.5,1.2799999713897705, -0.009999999776482582, 80.46
5,3,38.68,1.340000033378601, 0.12999999523162842, 80.82
6,3,37.43,1.2599999904632568, 0.05999999865889549, 81.37
7,3,34.19,1.3799999952316284, 0.10999999940395355, 79.18
8,3,41.21,1.2899999618530273, 0.07999999821186066, 78.86
9,3,39.41,1.2999999523162842, 0.15000000596046448, 79.61
