seed0with1gt2generated,14.75,20.45,14.75,23.85,0,0,0.41999998688697815,0.019999999552965164, 0.800000011920929
seed1with1gt2generated,20.05,23.4,20.05,23.8,0,0,0.4300000071525574,1.4700000286102295, 1.2599999904632568
seed2with1gt2generated,42.9,45.1,42.9,53.65,0,0,0.2800000011920929,1.0499999523162842, 1.7000000476837158
seed3with1gt2generated,28.45,30.35,28.45,31.5,0,0,0.36000001430511475,1.0199999809265137, 1.3600000143051147
seed4with1gt2generated,33.15,34.35,33.15,58.1,0,0,0.25,1.5800000429153442, 0.9900000095367432
seed5with1gt2generated,41.1,43.7,41.1,45.75,0,0,0.27000001072883606,1.100000023841858, 0.8500000238418579
seed6with1gt2generated,11.15,20.35,11.15,24.5,0,0,0.36000001430511475,0.30000001192092896, 1.5499999523162842
seed7with1gt2generated,33.7,35.3,33.7,44.5,0,0,0.3100000023841858,1.0399999618530273, 1.4600000381469727
seed8with1gt2generated,33.1,34.1,33.1,36.3,0,0,0.33000001311302185,1.8799999952316284, 1.1399999856948853
seed9with1gt2generated,33.35,35.75,33.35,53.15,0,0,0.27000001072883606,1.399999976158142, 1.2300000190734863
